	x	y	time
t_59_obs_71	269.5	653.5	59
t_59_obs_72	931.5	540.5	59
t_59_obs_73	166.5	544.5	59
t_59_obs_74	1001.5	411.5	59
t_59_obs_75	395.5	667.5	59
t_59_obs_76	220.5	514.5	59
t_59_obs_77	530.5	454.5	59
t_59_obs_78	269.5	55.5	59
t_59_obs_79	192.5	615.5	59
t_59_obs_80	808.5	167.5	59
t_59_obs_81	482.5	479.5	59
t_59_obs_82	884.5	277.5	59
t_59_obs_83	511.5	415.5	59
t_59_obs_84	252.5	11.5	59
t_59_obs_85	242.5	266.5	59
t_59_obs_86	585.5	459.5	59
t_59_obs_87	606.5	2.5	59
t_59_obs_88	342.5	163.5	59
t_59_obs_89	911.5	282.5	59
t_59_obs_90	346.5	323.5	59
t_59_obs_91	950.5	523.5	59
t_59_obs_92	202.5	65.5	59
t_59_obs_93	953.5	226.5	59
t_59_obs_94	970.5	196.5	59
t_59_obs_95	121.5	434.5	59
t_59_obs_96	63.5	467.5	59
t_60_obs_0	818.5	229.5	60
t_60_obs_1	341.5	444.5	60
t_60_obs_2	1041.5	402.5	60
t_60_obs_3	507.5	148.5	60
t_60_obs_4	475.5	115.5	60
t_60_obs_5	38.5	398.5	60
t_60_obs_6	341.5	481.5	60
t_60_obs_7	770.5	236.5	60
t_60_obs_8	966.5	505.5	60
t_60_obs_9	232.5	396.5	60
t_60_obs_10	787.5	170.5	60
t_60_obs_11	381.5	196.5	60
t_60_obs_12	671.5	26.5	60
t_60_obs_13	1079.5	389.5	60
t_60_obs_14	104.5	509.5	60
t_60_obs_15	858.5	216.5	60
t_60_obs_16	464.5	428.5	60
t_60_obs_17	124.5	464.5	60
t_60_obs_18	298.5	308.5	60
t_60_obs_19	690.5	41.5	60
t_60_obs_20	392.5	155.5	60
t_60_obs_21	223.5	44.5	60
t_60_obs_22	43.5	465.5	60
t_60_obs_23	282.5	269.5	60
t_60_obs_24	1057.5	437.5	60
t_60_obs_25	419.5	154.5	60
t_60_obs_26	1010.5	520.5	60
t_60_obs_27	410.5	96.5	60
t_60_obs_28	450.5	181.5	60
t_60_obs_29	110.5	394.5	60
t_60_obs_30	288.5	611.5	60
t_60_obs_31	335.5	622.5	60
t_60_obs_32	218.5	515.5	60
t_60_obs_33	85.5	457.5	60
t_60_obs_34	97.5	549.5	60
t_60_obs_35	906.5	570.5	60
t_60_obs_36	339.5	163.5	60
t_60_obs_37	236.5	349.5	60
t_60_obs_38	310.5	638.5	60
t_60_obs_39	930.5	176.5	60
t_60_obs_40	1031.5	364.5	60
t_60_obs_41	168.5	550.5	60
t_60_obs_42	1060.5	367.5	60
t_60_obs_43	361.5	119.5	60
t_60_obs_44	1011.5	391.5	60
t_60_obs_45	759.5	205.5	60
t_60_obs_46	392.5	604.5	60
t_60_obs_47	252.5	669.5	60
t_60_obs_48	175.5	37.5	60
t_60_obs_49	529.5	454.5	60
t_60_obs_50	144.5	509.5	60
t_60_obs_51	183.5	529.5	60
t_60_obs_52	196.5	569.5	60
t_60_obs_53	851.5	187.5	60
t_60_obs_54	1.5	474.5	60
t_60_obs_55	800.5	151.5	60
t_60_obs_56	269.5	656.5	60
t_60_obs_57	144.5	438.5	60
t_60_obs_58	969.5	545.5	60
t_60_obs_59	222.5	568.5	60
t_60_obs_60	795.5	390.5	60
t_60_obs_61	148.5	530.5	60
t_60_obs_62	379.5	412.5	60
t_60_obs_63	992.5	559.5	60
t_60_obs_64	884.5	274.5	60
t_60_obs_65	484.5	163.5	60
t_60_obs_66	936.5	480.5	60
t_60_obs_67	436.5	611.5	60
t_60_obs_68	395.5	665.5	60
t_60_obs_69	910.5	285.5	60
t_60_obs_70	955.5	527.5	60
t_60_obs_71	973.5	247.5	60
t_60_obs_72	1001.5	413.5	60
t_60_obs_73	903.5	244.5	60
t_60_obs_74	952.5	593.5	60
t_60_obs_75	1026.5	449.5	60
t_60_obs_76	430.5	642.5	60
t_60_obs_77	931.5	544.5	60
t_60_obs_78	962.5	164.5	60
t_60_obs_79	483.5	477.5	60
t_60_obs_80	514.5	413.5	60
t_60_obs_81	587.5	458.5	60
t_60_obs_82	606.5	1.5	60
t_60_obs_83	203.5	66.5	60
t_60_obs_84	982.5	190.5	60
t_60_obs_85	270.5	55.5	60
t_60_obs_86	143.5	472.5	60
t_60_obs_87	347.5	322.5	60
t_60_obs_88	193.5	613.5	60
t_60_obs_89	935.5	260.5	60
t_60_obs_90	244.5	267.5	60
t_60_obs_91	141.5	590.5	60
t_60_obs_92	410.5	637.5	60
t_60_obs_93	499.5	464.5	60
t_60_obs_94	187.5	4.5	60
t_60_obs_95	1032.5	425.5	60
t_60_obs_96	247.5	17.5	60
t_60_obs_97	120.5	524.5	60
t_60_obs_98	517.5	482.5	60
t_61_obs_0	482.5	115.5	61
t_61_obs_1	1045.5	403.5	61
t_61_obs_2	933.5	170.5	61
t_61_obs_3	341.5	483.5	61
t_61_obs_4	450.5	180.5	61
t_61_obs_5	382.5	197.5	61
t_61_obs_6	384.5	416.5	61
t_61_obs_7	142.5	507.5	61
t_61_obs_8	174.5	39.5	61
t_61_obs_9	109.5	399.5	61
t_61_obs_10	231.5	393.5	61
t_61_obs_11	103.5	512.5	61
t_61_obs_12	816.5	230.5	61
t_61_obs_13	1029.5	361.5	61
t_61_obs_14	970.5	541.5	61
t_61_obs_15	504.5	150.5	61
t_61_obs_16	231.5	352.5	61
t_61_obs_17	182.5	531.5	61
t_61_obs_18	415.5	155.5	61
t_61_obs_19	785.5	178.5	61
t_61_obs_20	758.5	209.5	61
t_61_obs_21	667.5	27.5	61
t_61_obs_22	859.5	218.5	61
t_61_obs_23	388.5	159.5	61
t_61_obs_24	286.5	616.5	61
t_61_obs_25	299.5	307.5	61
t_61_obs_26	1057.5	366.5	61
t_61_obs_27	770.5	235.5	61
t_61_obs_28	343.5	446.5	61
t_61_obs_29	1026.5	390.5	61
t_61_obs_30	980.5	239.5	61
t_61_obs_31	47.5	462.5	61
t_61_obs_32	689.5	40.5	61
t_61_obs_33	310.5	643.5	61
t_61_obs_34	222.5	43.5	61
t_61_obs_35	514.5	413.5	61
t_61_obs_36	119.5	467.5	61
t_61_obs_37	96.5	549.5	61
t_61_obs_38	168.5	557.5	61
t_61_obs_39	1078.5	390.5	61
t_61_obs_40	337.5	625.5	61
t_61_obs_41	91.5	458.5	61
t_61_obs_42	491.5	170.5	61
t_61_obs_43	140.5	529.5	61
t_61_obs_44	1056.5	438.5	61
t_61_obs_45	903.5	569.5	61
t_61_obs_46	285.5	271.5	61
t_61_obs_47	968.5	506.5	61
t_61_obs_48	137.5	444.5	61
t_61_obs_49	389.5	605.5	61
t_61_obs_50	26.5	409.5	61
t_61_obs_51	797.5	155.5	61
t_61_obs_52	854.5	180.5	61
t_61_obs_53	923.5	255.5	61
t_61_obs_54	1021.5	445.5	61
t_61_obs_55	794.5	408.5	61
t_61_obs_56	937.5	478.5	61
t_61_obs_57	270.5	654.5	61
t_61_obs_58	414.5	98.5	61
t_61_obs_59	218.5	517.5	61
t_61_obs_60	436.5	618.5	61
t_61_obs_61	135.5	595.5	61
t_61_obs_62	969.5	168.5	61
t_61_obs_63	902.5	236.5	61
t_61_obs_64	950.5	522.5	61
t_61_obs_65	602.5	5.5	61
t_61_obs_66	1005.5	387.5	61
t_61_obs_67	784.5	372.5	61
t_61_obs_68	340.5	163.5	61
t_61_obs_69	188.5	617.5	61
t_61_obs_70	951.5	594.5	61
t_61_obs_71	525.5	454.5	61
t_61_obs_72	430.5	641.5	61
t_61_obs_73	363.5	121.5	61
t_61_obs_74	243.5	270.5	61
t_61_obs_75	250.5	673.5	61
t_61_obs_76	198.5	572.5	61
t_61_obs_77	585.5	460.5	61
t_61_obs_78	930.5	544.5	61
t_61_obs_79	224.5	572.5	61
t_61_obs_80	479.5	477.5	61
t_61_obs_81	71.5	458.5	61
t_61_obs_82	1006.5	520.5	61
t_61_obs_83	1001.5	414.5	61
t_61_obs_84	272.5	57.5	61
t_61_obs_85	460.5	426.5	61
t_61_obs_86	201.5	66.5	61
t_61_obs_87	980.5	192.5	61
t_61_obs_88	398.5	658.5	61
t_61_obs_89	993.5	561.5	61
t_61_obs_90	143.5	473.5	61
t_61_obs_91	887.5	271.5	61
t_61_obs_92	948.5	230.5	61
t_61_obs_93	242.5	530.5	61
t_61_obs_94	39.5	392.5	61
t_61_obs_95	1.5	467.5	61
t_61_obs_96	1031.5	421.5	61
t_61_obs_97	842.5	204.5	61
t_61_obs_98	245.5	23.5	61
t_61_obs_99	910.5	282.5	61
t_62_obs_0	808.5	229.5	62
t_62_obs_1	855.5	220.5	62
t_62_obs_2	110.5	397.5	62
t_62_obs_3	105.5	510.5	62
t_62_obs_4	452.5	179.5	62
t_62_obs_5	781.5	181.5	62
t_62_obs_6	484.5	114.5	62
t_62_obs_7	385.5	417.5	62
t_62_obs_8	933.5	172.5	62
t_62_obs_9	786.5	376.5	62
t_62_obs_10	1055.5	435.5	62
t_62_obs_11	1042.5	405.5	62
t_62_obs_12	508.5	149.5	62
t_62_obs_13	1.5	469.5	62
t_62_obs_14	98.5	552.5	62
t_62_obs_15	42.5	400.5	62
t_62_obs_16	791.5	402.5	62
t_62_obs_17	433.5	647.5	62
t_62_obs_18	165.5	552.5	62
t_62_obs_19	392.5	604.5	62
t_62_obs_20	965.5	541.5	62
t_62_obs_21	1027.5	391.5	62
t_62_obs_22	59.5	460.5	62
t_62_obs_23	306.5	641.5	62
t_62_obs_24	898.5	569.5	62
t_62_obs_25	228.5	395.5	62
t_62_obs_26	662.5	27.5	62
t_62_obs_27	969.5	167.5	62
t_62_obs_28	300.5	307.5	62
t_62_obs_29	180.5	528.5	62
t_62_obs_30	1025.5	435.5	62
t_62_obs_31	415.5	152.5	62
t_62_obs_32	236.5	350.5	62
t_62_obs_33	174.5	38.5	62
t_62_obs_34	1006.5	387.5	62
t_62_obs_35	14.5	412.5	62
t_62_obs_36	1007.5	520.5	62
t_62_obs_37	342.5	483.5	62
t_62_obs_38	379.5	194.5	62
t_62_obs_39	342.5	445.5	62
t_62_obs_40	141.5	506.5	62
t_62_obs_41	141.5	528.5	62
t_62_obs_42	221.5	42.5	62
t_62_obs_43	455.5	426.5	62
t_62_obs_44	118.5	463.5	62
t_62_obs_45	854.5	181.5	62
t_62_obs_46	388.5	157.5	62
t_62_obs_47	1033.5	361.5	62
t_62_obs_48	880.5	271.5	62
t_62_obs_49	1073.5	388.5	62
t_62_obs_50	490.5	171.5	62
t_62_obs_51	599.5	4.5	62
t_62_obs_52	1061.5	367.5	62
t_62_obs_53	686.5	37.5	62
t_62_obs_54	339.5	623.5	62
t_62_obs_55	84.5	472.5	62
t_62_obs_56	969.5	503.5	62
t_62_obs_57	338.5	162.5	62
t_62_obs_58	142.5	598.5	62
t_62_obs_59	137.5	447.5	62
t_62_obs_60	797.5	156.5	62
t_62_obs_61	283.5	270.5	62
t_62_obs_62	268.5	654.5	62
t_62_obs_63	200.5	64.5	62
t_62_obs_64	768.5	230.5	62
t_62_obs_65	748.5	215.5	62
t_62_obs_66	248.5	670.5	62
t_62_obs_67	222.5	567.5	62
t_62_obs_68	950.5	596.5	62
t_62_obs_69	904.5	235.5	62
t_62_obs_70	513.5	411.5	62
t_62_obs_71	194.5	572.5	62
t_62_obs_72	244.5	270.5	62
t_62_obs_73	984.5	235.5	62
t_62_obs_74	289.5	612.5	62
t_62_obs_75	433.5	613.5	62
t_62_obs_76	401.5	658.5	62
t_62_obs_77	269.5	55.5	62
t_62_obs_78	362.5	119.5	62
t_62_obs_79	521.5	451.5	62
t_62_obs_80	413.5	96.5	62
t_62_obs_81	933.5	474.5	62
t_62_obs_82	924.5	254.5	62
t_62_obs_83	120.5	577.5	62
t_62_obs_84	78.5	452.5	62
t_62_obs_85	228.5	505.5	62
t_62_obs_86	977.5	191.5	62
t_62_obs_87	482.5	478.5	62
t_62_obs_88	935.5	546.5	62
t_62_obs_89	990.5	562.5	62
t_62_obs_90	1004.5	410.5	62
t_62_obs_91	908.5	279.5	62
t_62_obs_92	187.5	606.5	62
t_62_obs_93	950.5	524.5	62
t_62_obs_94	516.5	482.5	62
t_62_obs_95	968.5	217.5	62
t_62_obs_96	142.5	473.5	62
t_62_obs_97	465.5	156.5	62
t_62_obs_98	584.5	460.5	62
t_63_obs_0	101.5	549.5	63
t_63_obs_1	969.5	167.5	63
t_63_obs_2	342.5	446.5	63
t_63_obs_3	42.5	402.5	63
t_63_obs_4	142.5	505.5	63
t_63_obs_5	507.5	149.5	63
t_63_obs_6	483.5	116.5	63
t_63_obs_7	808.5	224.5	63
t_63_obs_8	747.5	221.5	63
t_63_obs_9	144.5	594.5	63
t_63_obs_10	853.5	184.5	63
t_63_obs_11	105.5	508.5	63
t_63_obs_12	670.5	27.5	63
t_63_obs_13	450.5	178.5	63
t_63_obs_14	284.5	613.5	63
t_63_obs_15	847.5	220.5	63
t_63_obs_16	298.5	310.5	63
t_63_obs_17	284.5	269.5	63
t_63_obs_18	896.5	568.5	63
t_63_obs_19	111.5	406.5	63
t_63_obs_20	438.5	616.5	63
t_63_obs_21	1010.5	520.5	63
t_63_obs_22	393.5	603.5	63
t_63_obs_23	880.5	271.5	63
t_63_obs_24	488.5	166.5	63
t_63_obs_25	228.5	394.5	63
t_63_obs_26	231.5	344.5	63
t_63_obs_27	1043.5	409.5	63
t_63_obs_28	306.5	641.5	63
t_63_obs_29	965.5	540.5	63
t_63_obs_30	223.5	46.5	63
t_63_obs_31	73.5	464.5	63
t_63_obs_32	166.5	552.5	63
t_63_obs_33	217.5	517.5	63
t_63_obs_34	1082.5	388.5	63
t_63_obs_35	143.5	526.5	63
t_63_obs_36	1036.5	360.5	63
t_63_obs_37	201.5	66.5	63
t_63_obs_38	688.5	37.5	63
t_63_obs_39	1.5	465.5	63
t_63_obs_40	930.5	175.5	63
t_63_obs_41	1057.5	435.5	63
t_63_obs_42	173.5	38.5	63
t_63_obs_43	787.5	381.5	63
t_63_obs_44	382.5	195.5	63
t_63_obs_45	221.5	565.5	63
t_63_obs_46	901.5	234.5	63
t_63_obs_47	781.5	177.5	63
t_63_obs_48	341.5	484.5	63
t_63_obs_49	144.5	444.5	63
t_63_obs_50	180.5	529.5	63
t_63_obs_51	929.5	545.5	63
t_63_obs_52	455.5	426.5	63
t_63_obs_53	337.5	622.5	63
t_63_obs_54	434.5	646.5	63
t_63_obs_55	769.5	228.5	63
t_63_obs_56	388.5	157.5	63
t_63_obs_57	410.5	96.5	63
t_63_obs_58	245.5	670.5	63
t_63_obs_59	1023.5	437.5	63
t_63_obs_60	338.5	162.5	63
t_63_obs_61	269.5	653.5	63
t_63_obs_62	512.5	410.5	63
t_63_obs_63	936.5	478.5	63
t_63_obs_64	1001.5	411.5	63
t_63_obs_65	362.5	119.5	63
t_63_obs_66	970.5	193.5	63
t_63_obs_67	601.5	1.5	63
t_63_obs_68	119.5	463.5	63
t_63_obs_69	985.5	240.5	63
t_63_obs_70	1059.5	365.5	63
t_63_obs_71	482.5	477.5	63
t_63_obs_72	791.5	406.5	63
t_63_obs_73	521.5	452.5	63
t_63_obs_74	54.5	457.5	63
t_63_obs_75	14.5	410.5	63
t_63_obs_76	949.5	593.5	63
t_63_obs_77	908.5	276.5	63
t_63_obs_78	416.5	150.5	63
t_63_obs_79	247.5	272.5	63
t_63_obs_80	270.5	58.5	63
t_63_obs_81	991.5	560.5	63
t_63_obs_82	192.5	574.5	63
t_63_obs_83	967.5	502.5	63
t_63_obs_84	586.5	460.5	63
t_63_obs_85	999.5	383.5	63
t_63_obs_86	391.5	415.5	63
t_63_obs_87	346.5	318.5	63
t_63_obs_88	1024.5	395.5	63
t_63_obs_89	143.5	472.5	63
t_63_obs_90	985.5	521.5	63
t_63_obs_91	309.5	136.5	63
t_63_obs_92	186.5	550.5	63
t_63_obs_93	263.5	7.5	63
t_63_obs_94	952.5	229.5	63
t_63_obs_95	933.5	263.5	63
t_63_obs_96	116.5	579.5	63
t_63_obs_97	121.5	529.5	63
t_63_obs_98	1063.5	411.5	63
t_63_obs_99	829.5	208.5	63
t_63_obs_100	1062.5	386.5	63
t_63_obs_101	950.5	524.5	63
t_63_obs_102	1041.5	383.5	63
t_64_obs_0	929.5	173.5	64
t_64_obs_1	448.5	179.5	64
t_64_obs_2	845.5	216.5	64
t_64_obs_3	343.5	448.5	64
t_64_obs_4	489.5	168.5	64
t_64_obs_5	805.5	226.5	64
t_64_obs_6	108.5	407.5	64
t_64_obs_7	770.5	237.5	64
t_64_obs_8	667.5	24.5	64
t_64_obs_9	775.5	181.5	64
t_64_obs_10	380.5	193.5	64
t_64_obs_11	296.5	310.5	64
t_64_obs_12	343.5	485.5	64
t_64_obs_13	285.5	270.5	64
t_64_obs_14	57.5	462.5	64
t_64_obs_15	974.5	246.5	64
t_64_obs_16	285.5	611.5	64
t_64_obs_17	967.5	543.5	64
t_64_obs_18	476.5	116.5	64
t_64_obs_19	229.5	393.5	64
t_64_obs_20	388.5	157.5	64
t_64_obs_21	1060.5	366.5	64
t_64_obs_22	1001.5	412.5	64
t_64_obs_23	432.5	649.5	64
t_64_obs_24	687.5	41.5	64
t_64_obs_25	438.5	617.5	64
t_64_obs_26	102.5	509.5	64
t_64_obs_27	243.5	671.5	64
t_64_obs_28	176.5	40.5	64
t_64_obs_29	225.5	45.5	64
t_64_obs_30	1079.5	389.5	64
t_64_obs_31	855.5	191.5	64
t_64_obs_32	239.5	344.5	64
t_64_obs_33	1007.5	386.5	64
t_64_obs_34	972.5	170.5	64
t_64_obs_35	509.5	149.5	64
t_64_obs_36	417.5	149.5	64
t_64_obs_37	101.5	555.5	64
t_64_obs_38	970.5	501.5	64
t_64_obs_39	1036.5	411.5	64
t_64_obs_40	179.5	7.5	64
t_64_obs_41	38.5	400.5	64
t_64_obs_42	176.5	532.5	64
t_64_obs_43	14.5	407.5	64
t_64_obs_44	791.5	404.5	64
t_64_obs_45	193.5	572.5	64
t_64_obs_46	874.5	272.5	64
t_64_obs_47	521.5	454.5	64
t_64_obs_48	122.5	466.5	64
t_64_obs_49	142.5	529.5	64
t_64_obs_50	896.5	570.5	64
t_64_obs_51	788.5	379.5	64
t_64_obs_52	361.5	122.5	64
t_64_obs_53	201.5	67.5	64
t_64_obs_54	336.5	628.5	64
t_64_obs_55	269.5	651.5	64
t_64_obs_56	1008.5	519.5	64
t_64_obs_57	948.5	525.5	64
t_64_obs_58	305.5	641.5	64
t_64_obs_59	1027.5	441.5	64
t_64_obs_60	935.5	552.5	64
t_64_obs_61	1057.5	436.5	64
t_64_obs_62	138.5	588.5	64
t_64_obs_63	387.5	606.5	64
t_64_obs_64	411.5	98.5	64
t_64_obs_65	246.5	270.5	64
t_64_obs_66	143.5	507.5	64
t_64_obs_67	745.5	220.5	64
t_64_obs_68	932.5	479.5	64
t_64_obs_69	511.5	410.5	64
t_64_obs_70	80.5	466.5	64
t_64_obs_71	937.5	198.5	64
t_64_obs_72	218.5	519.5	64
t_64_obs_73	337.5	165.5	64
t_64_obs_74	151.5	558.5	64
t_64_obs_75	138.5	444.5	64
t_64_obs_76	798.5	158.5	64
t_64_obs_77	221.5	568.5	64
t_64_obs_78	900.5	232.5	64
t_64_obs_79	990.5	562.5	64
t_64_obs_80	905.5	275.5	64
t_64_obs_81	586.5	462.5	64
t_64_obs_82	876.5	246.5	64
t_64_obs_83	815.5	196.5	64
t_64_obs_84	1033.5	360.5	64
t_64_obs_85	269.5	56.5	64
t_64_obs_86	480.5	477.5	64
t_64_obs_87	950.5	596.5	64
t_64_obs_88	396.5	658.5	64
t_64_obs_89	953.5	230.5	64
t_64_obs_90	929.5	268.5	64
t_64_obs_91	250.5	20.5	64
t_64_obs_92	958.5	197.5	64
t_64_obs_93	345.5	320.5	64
t_64_obs_94	390.5	417.5	64
t_64_obs_95	414.5	632.5	64
t_64_obs_96	242.5	532.5	64
t_64_obs_97	120.5	434.5	64
t_64_obs_98	1042.5	383.5	64
t_64_obs_99	479.5	146.5	64
t_64_obs_100	306.5	138.5	64
t_65_obs_0	450.5	182.5	65
t_65_obs_1	379.5	193.5	65
t_65_obs_2	973.5	240.5	65
t_65_obs_3	480.5	114.5	65
t_65_obs_4	222.5	389.5	65
t_65_obs_5	103.5	505.5	65
t_65_obs_6	341.5	485.5	65
t_65_obs_7	343.5	447.5	65
t_65_obs_8	57.5	467.5	65
t_65_obs_9	1077.5	389.5	65
t_65_obs_10	1044.5	407.5	65
t_65_obs_11	807.5	226.5	65
t_65_obs_12	90.5	451.5	65
t_65_obs_13	666.5	26.5	65
t_65_obs_14	507.5	151.5	65
t_65_obs_15	112.5	405.5	65
t_65_obs_16	101.5	555.5	65
t_65_obs_17	284.5	267.5	65
t_65_obs_18	180.5	529.5	65
t_65_obs_19	1049.5	385.5	65
t_65_obs_20	893.5	570.5	65
t_65_obs_21	964.5	540.5	65
t_65_obs_22	489.5	171.5	65
t_65_obs_23	975.5	173.5	65
t_65_obs_24	296.5	309.5	65
t_65_obs_25	417.5	147.5	65
t_65_obs_26	241.5	669.5	65
t_65_obs_27	687.5	40.5	65
t_65_obs_28	855.5	193.5	65
t_65_obs_29	1027.5	394.5	65
t_65_obs_30	1007.5	520.5	65
t_65_obs_31	358.5	121.5	65
t_65_obs_32	790.5	152.5	65
t_65_obs_33	843.5	211.5	65
t_65_obs_34	1056.5	437.5	65
t_65_obs_35	144.5	511.5	65
t_65_obs_36	1022.5	434.5	65
t_65_obs_37	433.5	645.5	65
t_65_obs_38	338.5	619.5	65
t_65_obs_39	387.5	599.5	65
t_65_obs_40	237.5	345.5	65
t_65_obs_41	1000.5	412.5	65
t_65_obs_42	35.5	398.5	65
t_65_obs_43	177.5	40.5	65
t_65_obs_44	781.5	382.5	65
t_65_obs_45	229.5	508.5	65
t_65_obs_46	287.5	610.5	65
t_65_obs_47	926.5	174.5	65
t_65_obs_48	969.5	498.5	65
t_65_obs_49	227.5	46.5	65
t_65_obs_50	414.5	101.5	65
t_65_obs_51	896.5	227.5	65
t_65_obs_52	245.5	271.5	65
t_65_obs_53	1059.5	365.5	65
t_65_obs_54	152.5	551.5	65
t_65_obs_55	132.5	590.5	65
t_65_obs_56	935.5	480.5	65
t_65_obs_57	774.5	210.5	65
t_65_obs_58	123.5	463.5	65
t_65_obs_59	392.5	156.5	65
t_65_obs_60	373.5	422.5	65
t_65_obs_61	267.5	650.5	65
t_65_obs_62	928.5	543.5	65
t_65_obs_63	220.5	567.5	65
t_65_obs_64	959.5	194.5	65
t_65_obs_65	779.5	182.5	65
t_65_obs_66	1000.5	381.5	65
t_65_obs_67	1036.5	363.5	65
t_65_obs_68	475.5	480.5	65
t_65_obs_69	876.5	272.5	65
t_65_obs_70	512.5	408.5	65
t_65_obs_71	437.5	616.5	65
t_65_obs_72	140.5	443.5	65
t_65_obs_73	21.5	418.5	65
t_65_obs_74	196.5	570.5	65
t_65_obs_75	336.5	163.5	65
t_65_obs_76	927.5	265.5	65
t_65_obs_77	988.5	560.5	65
t_65_obs_78	796.5	404.5	65
t_65_obs_79	347.5	322.5	65
t_65_obs_80	597.5	5.5	65
t_65_obs_81	399.5	657.5	65
t_65_obs_82	37.5	471.5	65
t_65_obs_83	762.5	234.5	65
t_65_obs_84	267.5	59.5	65
t_65_obs_85	201.5	66.5	65
t_65_obs_86	448.5	428.5	65
t_65_obs_87	70.5	451.5	65
t_65_obs_88	902.5	271.5	65
t_65_obs_89	951.5	226.5	65
t_65_obs_90	521.5	452.5	65
t_65_obs_91	949.5	522.5	65
t_65_obs_92	134.5	531.5	65
t_65_obs_93	797.5	205.5	65
t_65_obs_94	951.5	597.5	65
t_65_obs_95	305.5	138.5	65
t_65_obs_96	583.5	464.5	65
t_65_obs_97	394.5	419.5	65
t_65_obs_98	481.5	145.5	65
t_66_obs_0	110.5	411.5	66
t_66_obs_1	55.5	470.5	66
t_66_obs_2	973.5	244.5	66
t_66_obs_3	446.5	185.5	66
t_66_obs_4	477.5	116.5	66
t_66_obs_5	342.5	446.5	66
t_66_obs_6	23.5	415.5	66
t_66_obs_7	506.5	150.5	66
t_66_obs_8	283.5	268.5	66
t_66_obs_9	342.5	484.5	66
t_66_obs_10	809.5	228.5	66
t_66_obs_11	142.5	510.5	66
t_66_obs_12	296.5	313.5	66
t_66_obs_13	438.5	618.5	66
t_66_obs_14	285.5	609.5	66
t_66_obs_15	97.5	557.5	66
t_66_obs_16	32.5	394.5	66
t_66_obs_17	796.5	406.5	66
t_66_obs_18	972.5	499.5	66
t_66_obs_19	103.5	505.5	66
t_66_obs_20	1037.5	410.5	66
t_66_obs_21	390.5	154.5	66
t_66_obs_22	966.5	539.5	66
t_66_obs_23	489.5	172.5	66
t_66_obs_24	231.5	345.5	66
t_66_obs_25	1009.5	519.5	66
t_66_obs_26	140.5	456.5	66
t_66_obs_27	226.5	382.5	66
t_66_obs_28	781.5	178.5	66
t_66_obs_29	932.5	479.5	66
t_66_obs_30	224.5	43.5	66
t_66_obs_31	342.5	623.5	66
t_66_obs_32	893.5	572.5	66
t_66_obs_33	668.5	23.5	66
t_66_obs_34	90.5	448.5	66
t_66_obs_35	380.5	193.5	66
t_66_obs_36	349.5	322.5	66
t_66_obs_37	413.5	101.5	66
t_66_obs_38	1079.5	389.5	66
t_66_obs_39	415.5	149.5	66
t_66_obs_40	121.5	469.5	66
t_66_obs_41	155.5	554.5	66
t_66_obs_42	1031.5	359.5	66
t_66_obs_43	1023.5	438.5	66
t_66_obs_44	180.5	529.5	66
t_66_obs_45	336.5	165.5	66
t_66_obs_46	975.5	177.5	66
t_66_obs_47	390.5	594.5	66
t_66_obs_48	1061.5	369.5	66
t_66_obs_49	1057.5	436.5	66
t_66_obs_50	999.5	412.5	66
t_66_obs_51	357.5	121.5	66
t_66_obs_52	783.5	380.5	66
t_66_obs_53	1009.5	384.5	66
t_66_obs_54	687.5	42.5	66
t_66_obs_55	860.5	196.5	66
t_66_obs_56	306.5	137.5	66
t_66_obs_57	925.5	173.5	66
t_66_obs_58	217.5	517.5	66
t_66_obs_59	791.5	154.5	66
t_66_obs_60	178.5	36.5	66
t_66_obs_61	894.5	229.5	66
t_66_obs_62	193.5	571.5	66
t_66_obs_63	874.5	274.5	66
t_66_obs_64	390.5	121.5	66
t_66_obs_65	131.5	593.5	66
t_66_obs_66	395.5	415.5	66
t_66_obs_67	512.5	407.5	66
t_66_obs_68	466.5	480.5	66
t_66_obs_69	245.5	271.5	66
t_66_obs_70	241.5	666.5	66
t_66_obs_71	399.5	658.5	66
t_66_obs_72	585.5	463.5	66
t_66_obs_73	843.5	207.5	66
t_66_obs_74	759.5	233.5	66
t_66_obs_75	933.5	553.5	66
t_66_obs_76	448.5	426.5	66
t_66_obs_77	202.5	64.5	66
t_66_obs_78	139.5	530.5	66
t_66_obs_79	774.5	208.5	66
t_66_obs_80	221.5	569.5	66
t_66_obs_81	426.5	644.5	66
t_66_obs_82	524.5	454.5	66
t_66_obs_83	598.5	3.5	66
t_66_obs_84	261.5	12.5	66
t_66_obs_85	375.5	420.5	66
t_66_obs_86	949.5	597.5	66
t_66_obs_87	272.5	631.5	66
t_66_obs_88	270.5	61.5	66
t_66_obs_89	424.5	694.5	66
t_66_obs_90	902.5	274.5	66
t_66_obs_91	350.5	85.5	66
t_66_obs_92	990.5	563.5	66
t_66_obs_93	953.5	226.5	66
t_66_obs_94	801.5	200.5	66
t_66_obs_95	962.5	195.5	66
t_66_obs_96	914.5	251.5	66
t_66_obs_97	1046.5	383.5	66
t_66_obs_98	270.5	652.5	66
t_66_obs_99	16.5	521.5	66
t_67_obs_0	446.5	186.5	67
t_67_obs_1	979.5	173.5	67
t_67_obs_2	343.5	485.5	67
t_67_obs_3	972.5	243.5	67
t_67_obs_4	924.5	173.5	67
